 -0.28520E-02   0.0000       0.0000       0.0000       0.0000       0.0000    
 -0.28520E-02  0.31671E-06  0.43234E-06   0.0000       0.0000       0.0000    
 -0.28520E-02  0.95016E-06  0.12970E-05   0.0000       0.0000       0.0000    
 -0.28522E-02  0.15837E-05  0.21617E-05   0.0000       0.0000       0.0000    
 -0.28523E-02  0.22174E-05  0.30264E-05   0.0000       0.0000       0.0000    
 -0.28526E-02  0.28513E-05  0.38911E-05   0.0000       0.0000       0.0000    
 -0.28529E-02  0.34854E-05  0.47558E-05   0.0000       0.0000       0.0000    
 -0.28533E-02  0.41198E-05  0.56206E-05   0.0000       0.0000       0.0000    
 -0.28537E-02  0.47545E-05  0.64854E-05   0.0000       0.0000       0.0000    
 -0.28543E-02  0.53897E-05  0.73502E-05   0.0000       0.0000       0.0000    
 -0.28548E-02  0.60252E-05  0.82151E-05   0.0000       0.0000       0.0000    
 -0.28555E-02  0.66613E-05  0.90801E-05   0.0000       0.0000       0.0000    
 -0.28562E-02  0.72979E-05  0.99452E-05   0.0000       0.0000       0.0000    
 -0.28569E-02  0.79351E-05  0.10810E-04   0.0000       0.0000       0.0000    
 -0.28578E-02  0.85730E-05  0.11676E-04   0.0000       0.0000       0.0000    
 -0.28587E-02  0.92115E-05  0.12541E-04   0.0000       0.0000       0.0000    
 -0.28596E-02  0.98508E-05  0.13406E-04   0.0000       0.0000       0.0000    
 -0.28606E-02  0.10491E-04  0.14272E-04   0.0000       0.0000       0.0000    
 -0.28617E-02  0.11132E-04  0.15138E-04   0.0000       0.0000       0.0000    
 -0.28629E-02  0.11774E-04  0.16003E-04   0.0000       0.0000       0.0000    
 -0.28641E-02  0.12416E-04  0.16869E-04   0.0000       0.0000       0.0000    
 -0.28654E-02  0.13060E-04  0.17735E-04   0.0000       0.0000       0.0000    
 -0.28667E-02  0.13705E-04  0.18602E-04   0.0000       0.0000       0.0000    
 -0.28681E-02  0.14351E-04  0.19468E-04   0.0000       0.0000       0.0000    
 -0.28696E-02  0.14998E-04  0.20335E-04   0.0000       0.0000       0.0000    
 -0.28711E-02  0.15646E-04  0.21201E-04   0.0000       0.0000       0.0000    
 -0.28727E-02  0.16296E-04  0.22068E-04   0.0000       0.0000       0.0000    
 -0.28744E-02  0.16947E-04  0.22936E-04   0.0000       0.0000       0.0000    
 -0.28762E-02  0.17599E-04  0.23803E-04   0.0000       0.0000       0.0000    
 -0.28780E-02  0.18253E-04  0.24671E-04   0.0000       0.0000       0.0000    
 -0.28798E-02  0.18908E-04  0.25539E-04   0.0000       0.0000       0.0000    
 -0.28818E-02  0.19564E-04  0.26407E-04   0.0000       0.0000       0.0000    
 -0.28837E-02  0.20223E-04  0.27275E-04   0.0000       0.0000       0.0000    
 -0.28858E-02  0.20882E-04  0.28144E-04   0.0000       0.0000       0.0000    
 -0.28879E-02  0.21544E-04  0.29012E-04   0.0000       0.0000       0.0000    
 -0.28901E-02  0.22207E-04  0.29881E-04   0.0000       0.0000       0.0000    
 -0.28924E-02  0.22872E-04  0.30751E-04   0.0000       0.0000       0.0000    
 -0.28947E-02  0.23539E-04  0.31621E-04   0.0000       0.0000       0.0000    
 -0.28971E-02  0.24208E-04  0.32491E-04   0.0000       0.0000       0.0000    
 -0.28996E-02  0.24878E-04  0.33361E-04   0.0000       0.0000       0.0000    
 -0.29021E-02  0.25551E-04  0.34232E-04   0.0000       0.0000       0.0000    
 -0.29047E-02  0.26226E-04  0.35103E-04   0.0000       0.0000       0.0000    
 -0.29074E-02  0.26903E-04  0.35974E-04   0.0000       0.0000       0.0000    
 -0.29101E-02  0.27581E-04  0.36845E-04   0.0000       0.0000       0.0000    
 -0.29129E-02  0.28263E-04  0.37717E-04   0.0000       0.0000       0.0000    
 -0.29158E-02  0.28946E-04  0.38590E-04   0.0000       0.0000       0.0000    
 -0.29187E-02  0.29632E-04  0.39463E-04   0.0000       0.0000       0.0000    
 -0.29217E-02  0.30320E-04  0.40336E-04   0.0000       0.0000       0.0000    
 -0.29248E-02  0.31011E-04  0.41209E-04   0.0000       0.0000       0.0000    
 -0.29280E-02  0.31704E-04  0.42083E-04   0.0000       0.0000       0.0000    
 -0.29312E-02  0.32400E-04  0.42958E-04   0.0000       0.0000       0.0000    
 -0.29345E-02  0.33098E-04  0.43832E-04   0.0000       0.0000       0.0000    
 -0.29378E-02  0.33799E-04  0.44708E-04   0.0000       0.0000       0.0000    
 -0.29412E-02  0.34502E-04  0.45583E-04   0.0000       0.0000       0.0000    
 -0.29447E-02  0.35209E-04  0.46460E-04   0.0000       0.0000       0.0000    
 -0.29483E-02  0.35918E-04  0.47336E-04   0.0000       0.0000       0.0000    
 -0.29519E-02  0.36630E-04  0.48213E-04   0.0000       0.0000       0.0000    
 -0.29557E-02  0.37346E-04  0.49091E-04   0.0000       0.0000       0.0000    
 -0.29594E-02  0.38064E-04  0.49969E-04   0.0000       0.0000       0.0000    
 -0.29633E-02  0.38785E-04  0.50848E-04   0.0000       0.0000       0.0000    
 -0.29672E-02  0.39509E-04  0.51727E-04   0.0000       0.0000       0.0000    
 -0.29712E-02  0.40237E-04  0.52607E-04   0.0000       0.0000       0.0000    
 -0.29753E-02  0.40968E-04  0.53487E-04   0.0000       0.0000       0.0000    
 -0.29794E-02  0.41702E-04  0.54368E-04   0.0000       0.0000       0.0000    
 -0.29836E-02  0.42439E-04  0.55249E-04   0.0000       0.0000       0.0000    
 -0.29879E-02  0.43180E-04  0.56131E-04   0.0000       0.0000       0.0000    
 -0.29923E-02  0.43925E-04  0.57014E-04   0.0000       0.0000       0.0000    
 -0.29967E-02  0.44673E-04  0.57897E-04   0.0000       0.0000       0.0000    
 -0.30012E-02  0.45424E-04  0.58781E-04   0.0000       0.0000       0.0000    
 -0.30058E-02  0.46180E-04  0.59665E-04   0.0000       0.0000       0.0000    
 -0.30105E-02  0.46939E-04  0.60550E-04   0.0000       0.0000       0.0000    
 -0.30152E-02  0.47702E-04  0.61436E-04   0.0000       0.0000       0.0000    
 -0.30201E-02  0.48469E-04  0.62322E-04   0.0000       0.0000       0.0000    
 -0.30249E-02  0.49239E-04  0.63210E-04   0.0000       0.0000       0.0000    
 -0.30299E-02  0.50014E-04  0.64097E-04   0.0000       0.0000       0.0000    
 -0.30350E-02  0.50793E-04  0.64986E-04   0.0000       0.0000       0.0000    
 -0.30401E-02  0.51576E-04  0.65875E-04   0.0000       0.0000       0.0000    
 -0.30453E-02  0.52363E-04  0.66765E-04   0.0000       0.0000       0.0000    
 -0.30506E-02  0.53155E-04  0.67656E-04   0.0000       0.0000       0.0000    
 -0.30559E-02  0.53950E-04  0.68548E-04   0.0000       0.0000       0.0000    
 -0.30614E-02  0.54751E-04  0.69440E-04   0.0000       0.0000       0.0000    
 -0.30669E-02  0.55555E-04  0.70333E-04   0.0000       0.0000       0.0000    
 -0.30725E-02  0.56365E-04  0.71227E-04   0.0000       0.0000       0.0000    
 -0.30782E-02  0.57179E-04  0.72122E-04   0.0000       0.0000       0.0000    
 -0.30840E-02  0.57997E-04  0.73017E-04   0.0000       0.0000       0.0000    
 -0.30898E-02  0.58821E-04  0.73914E-04   0.0000       0.0000       0.0000    
 -0.30957E-02  0.59649E-04  0.74811E-04   0.0000       0.0000       0.0000    
 -0.31017E-02  0.60482E-04  0.75710E-04   0.0000       0.0000       0.0000    
 -0.31078E-02  0.61320E-04  0.76609E-04   0.0000       0.0000       0.0000    
 -0.31140E-02  0.62163E-04  0.77509E-04   0.0000       0.0000       0.0000    
 -0.31203E-02  0.63012E-04  0.78410E-04   0.0000       0.0000       0.0000    
 -0.31266E-02  0.63865E-04  0.79312E-04   0.0000       0.0000       0.0000    
 -0.31331E-02  0.64724E-04  0.80215E-04   0.0000       0.0000       0.0000    
 -0.31396E-02  0.65588E-04  0.81119E-04   0.0000       0.0000       0.0000    
 -0.31462E-02  0.66458E-04  0.82024E-04   0.0000       0.0000       0.0000    
 -0.31529E-02  0.67333E-04  0.82930E-04   0.0000       0.0000       0.0000    
 -0.31597E-02  0.68214E-04  0.83837E-04   0.0000       0.0000       0.0000    
 -0.31666E-02  0.69100E-04  0.84745E-04   0.0000       0.0000       0.0000    
 -0.31735E-02  0.69992E-04  0.85654E-04   0.0000       0.0000       0.0000    
 -0.31806E-02  0.70890E-04  0.86564E-04   0.0000       0.0000       0.0000    
 -0.31877E-02  0.71794E-04  0.87475E-04   0.0000       0.0000       0.0000    
 -0.31950E-02  0.72704E-04  0.88388E-04   0.0000       0.0000       0.0000    
 -0.32023E-02  0.73620E-04  0.89302E-04   0.0000       0.0000       0.0000    
 -0.32097E-02  0.74542E-04  0.90216E-04   0.0000       0.0000       0.0000    
 -0.32172E-02  0.75471E-04  0.91132E-04   0.0000       0.0000       0.0000    
 -0.32248E-02  0.76405E-04  0.92050E-04   0.0000       0.0000       0.0000    
 -0.32325E-02  0.77346E-04  0.92968E-04   0.0000       0.0000       0.0000    
 -0.32403E-02  0.78294E-04  0.93888E-04   0.0000       0.0000       0.0000    
 -0.32482E-02  0.79248E-04  0.94809E-04   0.0000       0.0000       0.0000    
 -0.32562E-02  0.80209E-04  0.95731E-04   0.0000       0.0000       0.0000    
 -0.32643E-02  0.81177E-04  0.96655E-04   0.0000       0.0000       0.0000    
 -0.32725E-02  0.82152E-04  0.97580E-04   0.0000       0.0000       0.0000    
 -0.32808E-02  0.83133E-04  0.98506E-04   0.0000       0.0000       0.0000    
 -0.32891E-02  0.84122E-04  0.99433E-04   0.0000       0.0000       0.0000    
 -0.32976E-02  0.85117E-04  0.10036E-03   0.0000       0.0000       0.0000    
 -0.33062E-02  0.86120E-04  0.10129E-03   0.0000       0.0000       0.0000    
 -0.33149E-02  0.87131E-04  0.10223E-03   0.0000       0.0000       0.0000    
 -0.33237E-02  0.88148E-04  0.10316E-03   0.0000       0.0000       0.0000    
 -0.33326E-02  0.89173E-04  0.10409E-03   0.0000       0.0000       0.0000    
 -0.33416E-02  0.90206E-04  0.10503E-03   0.0000       0.0000       0.0000    
 -0.33507E-02  0.91247E-04  0.10597E-03   0.0000       0.0000       0.0000    
 -0.33599E-02  0.92295E-04  0.10691E-03   0.0000       0.0000       0.0000    
 -0.33692E-02  0.93351E-04  0.10785E-03   0.0000       0.0000       0.0000    
 -0.33786E-02  0.94416E-04  0.10879E-03   0.0000       0.0000       0.0000    
 -0.33882E-02  0.95488E-04  0.10974E-03   0.0000       0.0000       0.0000    
 -0.33978E-02  0.96569E-04  0.11068E-03   0.0000       0.0000       0.0000    
 -0.34076E-02  0.97658E-04  0.11163E-03   0.0000       0.0000       0.0000    
 -0.34174E-02  0.98755E-04  0.11258E-03   0.0000       0.0000       0.0000    
 -0.34274E-02  0.99861E-04  0.11353E-03   0.0000       0.0000       0.0000    
 -0.34375E-02  0.10098E-03  0.11448E-03   0.0000       0.0000       0.0000    
 -0.34477E-02  0.10210E-03  0.11544E-03   0.0000       0.0000       0.0000    
 -0.34580E-02  0.10323E-03  0.11640E-03   0.0000       0.0000       0.0000    
 -0.34685E-02  0.10437E-03  0.11736E-03   0.0000       0.0000       0.0000    
 -0.34790E-02  0.10552E-03  0.11832E-03   0.0000       0.0000       0.0000    
 -0.34897E-02  0.10668E-03  0.11928E-03   0.0000       0.0000       0.0000    
 -0.35005E-02  0.10785E-03  0.12024E-03   0.0000       0.0000       0.0000    
 -0.35114E-02  0.10903E-03  0.12121E-03   0.0000       0.0000       0.0000    
 -0.35225E-02  0.11022E-03  0.12218E-03   0.0000       0.0000       0.0000    
 -0.35337E-02  0.11142E-03  0.12315E-03   0.0000       0.0000       0.0000    
 -0.35450E-02  0.11262E-03  0.12413E-03   0.0000       0.0000       0.0000    
 -0.35564E-02  0.11384E-03  0.12510E-03   0.0000       0.0000       0.0000    
 -0.35680E-02  0.11507E-03  0.12608E-03   0.0000       0.0000       0.0000    
 -0.35796E-02  0.11631E-03  0.12706E-03   0.0000       0.0000       0.0000    
 -0.35915E-02  0.11755E-03  0.12804E-03   0.0000       0.0000       0.0000    
 -0.36034E-02  0.11881E-03  0.12903E-03   0.0000       0.0000       0.0000    
 -0.36155E-02  0.12008E-03  0.13002E-03   0.0000       0.0000       0.0000    
 -0.36278E-02  0.12136E-03  0.13101E-03   0.0000       0.0000       0.0000    
 -0.36402E-02  0.12265E-03  0.13201E-03   0.0000       0.0000       0.0000    
 -0.36527E-02  0.12395E-03  0.13301E-03   0.0000       0.0000       0.0000    
 -0.36654E-02  0.12526E-03  0.13401E-03   0.0000       0.0000       0.0000    
 -0.36782E-02  0.12659E-03  0.13501E-03   0.0000       0.0000       0.0000    
 -0.36912E-02  0.12792E-03  0.13602E-03   0.0000       0.0000       0.0000    
 -0.37043E-02  0.12927E-03  0.13703E-03   0.0000       0.0000       0.0000    
 -0.37176E-02  0.13063E-03  0.13805E-03   0.0000       0.0000       0.0000    
 -0.37310E-02  0.13200E-03  0.13906E-03   0.0000       0.0000       0.0000    
 -0.37446E-02  0.13338E-03  0.14009E-03   0.0000       0.0000       0.0000    
 -0.37584E-02  0.13477E-03  0.14111E-03   0.0000       0.0000       0.0000    
 -0.37723E-02  0.13618E-03  0.14214E-03   0.0000       0.0000       0.0000    
