time_utc,amp_m
2026-04-01 12:00:00,-0.00075308
2026-04-01 12:01:00,-0.00075498
2026-04-01 12:02:00,-0.0007609
2026-04-01 12:03:00,-0.00077087
2026-04-01 12:04:00,-0.00078497
2026-04-01 12:05:00,-0.00080331
2026-04-01 12:06:00,-0.00082603
2026-04-01 12:07:00,-0.00085334
2026-04-01 12:08:00,-0.00088547
2026-04-01 12:09:00,-0.00092274
2026-04-01 12:10:00,-0.00096555
2026-04-01 12:11:00,-0.0010137
2026-04-01 12:12:00,-0.0010578
2026-04-01 12:13:00,-0.0011025
2026-04-01 12:14:00,-0.0011489
2026-04-01 12:15:00,-0.0012663
2026-04-01 12:16:00,-0.0013599
2026-04-01 12:17:00,-0.0014784
2026-04-01 12:18:00,-0.0016132
2026-04-01 12:19:00,-0.0017405
2026-04-01 12:20:00,-0.0018833
2026-04-01 12:21:00,-0.0020978
2026-04-01 12:22:00,-0.0023278
2026-04-01 12:23:00,-0.0026364
2026-04-01 12:24:00,-0.0030055
2026-04-01 12:25:00,-0.0034739
2026-04-01 12:26:00,-0.0040867
2026-04-01 12:27:00,-0.004882
2026-04-01 12:28:00,-0.005889
2026-04-01 12:29:00,-0.00711
2026-04-01 12:30:00,-0.0082211
2026-04-01 12:31:00,-0.0082006
2026-04-01 12:32:00,-0.0073493
2026-04-01 12:33:00,-0.0036922
2026-04-01 12:34:00,0.0030257
2026-04-01 12:35:00,0.012669
2026-04-01 12:36:00,0.02402
2026-04-01 12:37:00,0.03683
2026-04-01 12:38:00,0.044316
2026-04-01 12:39:00,0.033234
2026-04-01 12:40:00,0.024978
2026-04-01 12:41:00,0.021941
2026-04-01 12:42:00,0.020162
2026-04-01 12:43:00,0.01769
2026-04-01 12:44:00,0.012399
2026-04-01 12:45:00,0.0011136
2026-04-01 12:46:00,-0.014412
2026-04-01 12:47:00,-0.022634
2026-04-01 12:48:00,-0.012824
2026-04-01 12:49:00,-0.011977
2026-04-01 12:50:00,-0.0069056
2026-04-01 12:51:00,0.0015691
2026-04-01 12:52:00,0.0025082
2026-04-01 12:53:00,0.0033915
2026-04-01 12:54:00,0.0030633
2026-04-01 12:55:00,0.0022178
2026-04-01 12:56:00,0.0025493
2026-04-01 12:57:00,0.0013322
2026-04-01 12:58:00,6.7219e-06
2026-04-01 12:59:00,-0.00052301
2026-04-01 13:00:00,-0.00095002
2026-04-01 13:01:00,-0.0013483
2026-04-01 13:02:00,-0.0015875
2026-04-01 13:03:00,-0.0020741
2026-04-01 13:04:00,-0.0018521
2026-04-01 13:05:00,-0.0017158
2026-04-01 13:06:00,-0.0013663
2026-04-01 13:07:00,-0.0019083
2026-04-01 13:08:00,-0.0013668
2026-04-01 13:09:00,-0.0019234
2026-04-01 13:10:00,-0.0018631
2026-04-01 13:11:00,-0.0021382
2026-04-01 13:12:00,-0.00066955
2026-04-01 13:13:00,-0.0019602
2026-04-01 13:14:00,-0.0017891
2026-04-01 13:15:00,-0.0016163
2026-04-01 13:16:00,-0.0008809
2026-04-01 13:17:00,-0.0014502
2026-04-01 13:18:00,-0.00076219
2026-04-01 13:19:00,-0.0020036
2026-04-01 13:20:00,-0.0016222
2026-04-01 13:21:00,-0.0018585
2026-04-01 13:22:00,-0.0013714
2026-04-01 13:23:00,-0.0022902
2026-04-01 13:24:00,-0.0016557
2026-04-01 13:25:00,-0.0015738
2026-04-01 13:26:00,-0.001515
2026-04-01 13:27:00,-0.0010548
2026-04-01 13:28:00,-0.00014018
2026-04-01 13:29:00,0.002752
2026-04-01 13:30:00,0.0097758
2026-04-01 13:31:00,0.01617
2026-04-01 13:32:00,0.01033
2026-04-01 13:33:00,0.0047058
2026-04-01 13:34:00,0.0033174
2026-04-01 13:35:00,0.0011071
2026-04-01 13:36:00,-0.0013255
2026-04-01 13:37:00,-0.00067466
2026-04-01 13:38:00,-0.00062633
2026-04-01 13:39:00,-0.0019697
2026-04-01 13:40:00,-0.0043722
2026-04-01 13:41:00,-0.0052683
2026-04-01 13:42:00,-0.0028571
2026-04-01 13:43:00,-0.00088091
2026-04-01 13:44:00,2.9489e-05
2026-04-01 13:45:00,0.00048116
2026-04-01 13:46:00,0.0002308
2026-04-01 13:47:00,-9.6315e-05
2026-04-01 13:48:00,-0.00043579
2026-04-01 13:49:00,-0.00031228
2026-04-01 13:50:00,3.3586e-05
2026-04-01 13:51:00,-0.00028656
2026-04-01 13:52:00,-0.00095096
2026-04-01 13:53:00,-0.0007295
2026-04-01 13:54:00,-0.0003398
2026-04-01 13:55:00,-0.0007504
2026-04-01 13:56:00,-0.00096659
2026-04-01 13:57:00,-0.00082476
2026-04-01 13:58:00,-0.00066056
2026-04-01 13:59:00,-0.00071661
2026-04-01 14:00:00,-0.00023325
2026-04-01 14:01:00,0.00074777
2026-04-01 14:02:00,0.0011904
2026-04-01 14:03:00,0.0027946
2026-04-01 14:04:00,0.0046278
2026-04-01 14:05:00,0.0066641
2026-04-01 14:06:00,0.0097381
2026-04-01 14:07:00,0.012426
2026-04-01 14:08:00,0.014308
2026-04-01 14:09:00,0.014634
2026-04-01 14:10:00,0.014063
2026-04-01 14:11:00,0.011649
2026-04-01 14:12:00,0.0082399
2026-04-01 14:13:00,0.0055945
2026-04-01 14:14:00,0.0043503
2026-04-01 14:15:00,0.0048001
2026-04-01 14:16:00,0.0052478
2026-04-01 14:17:00,0.0035807
2026-04-01 14:18:00,-0.00054616
2026-04-01 14:19:00,-0.0057013
2026-04-01 14:20:00,-0.0094599
2026-04-01 14:21:00,-0.013148
2026-04-01 14:22:00,-0.016118
2026-04-01 14:23:00,-0.015178
2026-04-01 14:24:00,-0.0050342
2026-04-01 14:25:00,-0.016459
2026-04-01 14:26:00,-0.043008
2026-04-01 14:27:00,-0.011402
2026-04-01 14:28:00,-0.0073594
2026-04-01 14:29:00,-0.0037629
2026-04-01 14:30:00,0.0045643
2026-04-01 14:31:00,0.006159
2026-04-01 14:32:00,0.011013
2026-04-01 14:33:00,0.011294
2026-04-01 14:34:00,0.0040282
2026-04-01 14:35:00,0.0013759
2026-04-01 14:36:00,-0.0037101
2026-04-01 14:37:00,-0.0059108
2026-04-01 14:38:00,-0.007028
