time_utc,amp_m
2026-04-01 12:00:00,-0.0013519
2026-04-01 12:01:00,-0.0013503
2026-04-01 12:02:00,-0.0013455
2026-04-01 12:03:00,-0.0013372
2026-04-01 12:04:00,-0.0013256
2026-04-01 12:05:00,-0.0013073
2026-04-01 12:06:00,-0.00091755
2026-04-01 12:07:00,-0.00093609
2026-04-01 12:08:00,-0.00093974
2026-04-01 12:09:00,-0.001021
2026-04-01 12:10:00,-0.0010214
2026-04-01 12:11:00,-0.0010487
2026-04-01 12:12:00,-0.0010848
2026-04-01 12:13:00,-0.0010924
2026-04-01 12:14:00,-0.001094
2026-04-01 12:15:00,-0.0010847
2026-04-01 12:16:00,-0.0010665
2026-04-01 12:17:00,-0.0010192
2026-04-01 12:18:00,-0.00092628
2026-04-01 12:19:00,-0.00077375
2026-04-01 12:20:00,-0.00050515
2026-04-01 12:21:00,7.0689e-06
2026-04-01 12:22:00,0.0010217
2026-04-01 12:23:00,0.0033704
2026-04-01 12:24:00,0.0098195
2026-04-01 12:25:00,0.023575
2026-04-01 12:26:00,0.030646
2026-04-01 12:27:00,0.029377
2026-04-01 12:28:00,0.02834
2026-04-01 12:29:00,0.024307
2026-04-01 12:30:00,0.019865
2026-04-01 12:31:00,0.015743
2026-04-01 12:32:00,0.011504
2026-04-01 12:33:00,0.0078241
2026-04-01 12:34:00,0.003525
2026-04-01 12:35:00,-0.0045853
2026-04-01 12:36:00,-0.014282
2026-04-01 12:37:00,-0.024368
2026-04-01 12:38:00,-0.025201
2026-04-01 12:39:00,-0.017657
2026-04-01 12:40:00,-0.015225
2026-04-01 12:41:00,-0.011082
2026-04-01 12:42:00,-0.0079485
2026-04-01 12:43:00,-0.0029813
2026-04-01 12:44:00,-0.0026722
2026-04-01 12:45:00,-0.00077403
2026-04-01 12:46:00,0.0003368
2026-04-01 12:47:00,-0.0013413
2026-04-01 12:48:00,0.0011817
2026-04-01 12:49:00,-0.00038011
2026-04-01 12:50:00,0.00067782
2026-04-01 12:51:00,5.9855e-05
2026-04-01 12:52:00,0.0001181
2026-04-01 12:53:00,-0.0013512
2026-04-01 12:54:00,-6.6907e-05
2026-04-01 12:55:00,-0.0015604
2026-04-01 12:56:00,-0.0011862
2026-04-01 12:57:00,-0.00027362
2026-04-01 12:58:00,-0.00041056
2026-04-01 12:59:00,7.1974e-05
2026-04-01 13:00:00,0.0033341
2026-04-01 13:01:00,0.0069855
2026-04-01 13:02:00,0.011776
2026-04-01 13:03:00,0.011168
2026-04-01 13:04:00,0.011159
2026-04-01 13:05:00,0.010257
2026-04-01 13:06:00,0.0088426
2026-04-01 13:07:00,0.0075643
2026-04-01 13:08:00,0.0056051
2026-04-01 13:09:00,0.0030641
2026-04-01 13:10:00,0.0013863
2026-04-01 13:11:00,-0.0015887
2026-04-01 13:12:00,-0.0046991
2026-04-01 13:13:00,-0.0049943
2026-04-01 13:14:00,-0.0041181
2026-04-01 13:15:00,-0.0046545
2026-04-01 13:16:00,-0.0041149
2026-04-01 13:17:00,-0.0037683
2026-04-01 13:18:00,-0.002719
2026-04-01 13:19:00,-0.0014062
2026-04-01 13:20:00,-0.00077073
2026-04-01 13:21:00,-0.00035617
2026-04-01 13:22:00,-2.4597e-05
2026-04-01 13:23:00,0.00023474
2026-04-01 13:24:00,-0.00020195
2026-04-01 13:25:00,0.00025021
2026-04-01 13:26:00,0.00021411
2026-04-01 13:27:00,0.00021174
2026-04-01 13:28:00,0.00036041
2026-04-01 13:29:00,0.00038719
2026-04-01 13:30:00,0.00029084
2026-04-01 13:31:00,0.00027581
2026-04-01 13:32:00,1.8662e-05
2026-04-01 13:33:00,-0.00017047
2026-04-01 13:34:00,-0.00032238
2026-04-01 13:35:00,0.0001429
2026-04-01 13:36:00,0.00023609
2026-04-01 13:37:00,0.00027272
2026-04-01 13:38:00,4.8117e-05
2026-04-01 13:39:00,-4.2036e-05
2026-04-01 13:40:00,-7.8407e-05
2026-04-01 13:41:00,0.00025497
2026-04-01 13:42:00,0.00024649
2026-04-01 13:43:00,-3.9861e-05
2026-04-01 13:44:00,-3.3589e-05
2026-04-01 13:45:00,-0.00032671
2026-04-01 13:46:00,-0.00013862
2026-04-01 13:47:00,-3.7647e-05
2026-04-01 13:48:00,-0.00013725
2026-04-01 13:49:00,-0.00021851
2026-04-01 13:50:00,-0.00031424
2026-04-01 13:51:00,-0.00040687
2026-04-01 13:52:00,-0.00012169
2026-04-01 13:53:00,-0.00023316
2026-04-01 13:54:00,-0.00023976
2026-04-01 13:55:00,-0.0002853
2026-04-01 13:56:00,-0.00032674
2026-04-01 13:57:00,-0.00035785
2026-04-01 13:58:00,-0.00041172
2026-04-01 13:59:00,-0.00043571
2026-04-01 14:00:00,-0.00051316
2026-04-01 14:01:00,-0.00052377
2026-04-01 14:02:00,-0.00063213
2026-04-01 14:03:00,-0.00082394
2026-04-01 14:04:00,-0.00083166
2026-04-01 14:05:00,-0.00074704
2026-04-01 14:06:00,-0.00070679
2026-04-01 14:07:00,-0.00069929
2026-04-01 14:08:00,-0.00057223
2026-04-01 14:09:00,-0.00042356
2026-04-01 14:10:00,-0.00021968
2026-04-01 14:11:00,0.00018742
2026-04-01 14:12:00,0.00090384
2026-04-01 14:13:00,0.0019732
2026-04-01 14:14:00,0.0030988
2026-04-01 14:15:00,0.004324
2026-04-01 14:16:00,0.0057391
2026-04-01 14:17:00,0.0069134
2026-04-01 14:18:00,0.0079622
2026-04-01 14:19:00,0.0085211
2026-04-01 14:20:00,0.0087167
2026-04-01 14:21:00,0.0085424
2026-04-01 14:22:00,0.0080524
2026-04-01 14:23:00,0.0073622
2026-04-01 14:24:00,0.0067938
2026-04-01 14:25:00,0.0061769
2026-04-01 14:26:00,0.0049725
2026-04-01 14:27:00,0.0029202
2026-04-01 14:28:00,0.00014565
2026-04-01 14:29:00,-0.0030426
2026-04-01 14:30:00,-0.0063665
2026-04-01 14:31:00,-0.0094233
2026-04-01 14:32:00,-0.011818
2026-04-01 14:33:00,-0.013302
2026-04-01 14:34:00,-0.012245
2026-04-01 14:35:00,-0.007297
2026-04-01 14:36:00,-0.0083368
2026-04-01 14:37:00,-0.012931
2026-04-01 14:38:00,-0.011083
2026-04-01 14:39:00,-0.0088222
2026-04-01 14:40:00,-0.0037926
2026-04-01 14:41:00,0.0014788
2026-04-01 14:42:00,0.0032313
2026-04-01 14:43:00,0.0040743
2026-04-01 14:44:00,0.0071202
2026-04-01 14:45:00,0.0079676
2026-04-01 14:46:00,0.0071734
2026-04-01 14:47:00,0.0074729
2026-04-01 14:48:00,0.0055913
2026-04-01 14:49:00,0.004477
2026-04-01 14:50:00,0.0026969
2026-04-01 14:51:00,0.0042832
2026-04-01 14:52:00,0.006529
2026-04-01 14:53:00,0.0071674
2026-04-01 14:54:00,0.0056639
2026-04-01 14:55:00,0.0032796
