 -0.13519E-02   0.0000       0.0000       0.0000       0.0000       0.0000    
 -0.13519E-02 -0.67791E-07 -0.13827E-06   0.0000       0.0000       0.0000    
 -0.13519E-02 -0.20338E-06 -0.41482E-06   0.0000       0.0000       0.0000    
 -0.13519E-02 -0.33897E-06 -0.69135E-06   0.0000       0.0000       0.0000    
 -0.13519E-02 -0.47456E-06 -0.96788E-06   0.0000       0.0000       0.0000    
 -0.13518E-02 -0.61016E-06 -0.12444E-05   0.0000       0.0000       0.0000    
 -0.13518E-02 -0.74575E-06 -0.15209E-05   0.0000       0.0000       0.0000    
 -0.13517E-02 -0.88135E-06 -0.17974E-05   0.0000       0.0000       0.0000    
 -0.13517E-02 -0.10169E-05 -0.20739E-05   0.0000       0.0000       0.0000    
 -0.13516E-02 -0.11525E-05 -0.23503E-05   0.0000       0.0000       0.0000    
 -0.13515E-02 -0.12881E-05 -0.26268E-05   0.0000       0.0000       0.0000    
 -0.13515E-02 -0.14236E-05 -0.29032E-05   0.0000       0.0000       0.0000    
 -0.13514E-02 -0.15592E-05 -0.31796E-05   0.0000       0.0000       0.0000    
 -0.13513E-02 -0.16947E-05 -0.34560E-05   0.0000       0.0000       0.0000    
 -0.13512E-02 -0.18302E-05 -0.37323E-05   0.0000       0.0000       0.0000    
 -0.13511E-02 -0.19657E-05 -0.40086E-05   0.0000       0.0000       0.0000    
 -0.13509E-02 -0.21011E-05 -0.42849E-05   0.0000       0.0000       0.0000    
 -0.13508E-02 -0.22366E-05 -0.45612E-05   0.0000       0.0000       0.0000    
 -0.13507E-02 -0.23720E-05 -0.48374E-05   0.0000       0.0000       0.0000    
 -0.13505E-02 -0.25074E-05 -0.51136E-05   0.0000       0.0000       0.0000    
 -0.13503E-02 -0.26427E-05 -0.53898E-05   0.0000       0.0000       0.0000    
 -0.13502E-02 -0.27780E-05 -0.56659E-05   0.0000       0.0000       0.0000    
 -0.13500E-02 -0.29133E-05 -0.59420E-05   0.0000       0.0000       0.0000    
 -0.13498E-02 -0.30485E-05 -0.62181E-05   0.0000       0.0000       0.0000    
 -0.13496E-02 -0.31837E-05 -0.64941E-05   0.0000       0.0000       0.0000    
 -0.13494E-02 -0.33188E-05 -0.67701E-05   0.0000       0.0000       0.0000    
 -0.13492E-02 -0.34539E-05 -0.70460E-05   0.0000       0.0000       0.0000    
 -0.13490E-02 -0.35890E-05 -0.73219E-05   0.0000       0.0000       0.0000    
 -0.13488E-02 -0.37240E-05 -0.75977E-05   0.0000       0.0000       0.0000    
 -0.13486E-02 -0.38589E-05 -0.78735E-05   0.0000       0.0000       0.0000    
 -0.13483E-02 -0.39938E-05 -0.81492E-05   0.0000       0.0000       0.0000    
 -0.13481E-02 -0.41286E-05 -0.84249E-05   0.0000       0.0000       0.0000    
 -0.13478E-02 -0.42634E-05 -0.87005E-05   0.0000       0.0000       0.0000    
 -0.13476E-02 -0.43981E-05 -0.89761E-05   0.0000       0.0000       0.0000    
 -0.13473E-02 -0.45327E-05 -0.92516E-05   0.0000       0.0000       0.0000    
 -0.13470E-02 -0.46673E-05 -0.95271E-05   0.0000       0.0000       0.0000    
 -0.13467E-02 -0.48018E-05 -0.98024E-05   0.0000       0.0000       0.0000    
 -0.13464E-02 -0.49362E-05 -0.10078E-04   0.0000       0.0000       0.0000    
 -0.13461E-02 -0.50705E-05 -0.10353E-04   0.0000       0.0000       0.0000    
 -0.13458E-02 -0.52048E-05 -0.10628E-04   0.0000       0.0000       0.0000    
 -0.13455E-02 -0.53390E-05 -0.10903E-04   0.0000       0.0000       0.0000    
 -0.13451E-02 -0.54731E-05 -0.11178E-04   0.0000       0.0000       0.0000    
 -0.13448E-02 -0.56071E-05 -0.11453E-04   0.0000       0.0000       0.0000    
