 -0.37517E-02   0.0000       0.0000       0.0000       0.0000       0.0000    
 -0.37517E-02 -0.54570E-06  0.53770E-06   0.0000       0.0000       0.0000    
 -0.37518E-02 -0.16371E-05  0.16131E-05   0.0000       0.0000       0.0000    
 -0.37521E-02 -0.27287E-05  0.26886E-05   0.0000       0.0000       0.0000    
 -0.37524E-02 -0.38205E-05  0.37641E-05   0.0000       0.0000       0.0000    
 -0.37528E-02 -0.49127E-05  0.48396E-05   0.0000       0.0000       0.0000    
 -0.37534E-02 -0.60053E-05  0.59153E-05   0.0000       0.0000       0.0000    
 -0.37541E-02 -0.70984E-05  0.69910E-05   0.0000       0.0000       0.0000    
 -0.37549E-02 -0.81922E-05  0.80669E-05   0.0000       0.0000       0.0000    
 -0.37557E-02 -0.92867E-05  0.91428E-05   0.0000       0.0000       0.0000    
 -0.37568E-02 -0.10382E-04  0.10219E-04   0.0000       0.0000       0.0000    
 -0.37579E-02 -0.11478E-04  0.11295E-04   0.0000       0.0000       0.0000    
 -0.37591E-02 -0.12576E-04  0.12372E-04   0.0000       0.0000       0.0000    
 -0.37605E-02 -0.13674E-04  0.13448E-04   0.0000       0.0000       0.0000    
 -0.37619E-02 -0.14774E-04  0.14525E-04   0.0000       0.0000       0.0000    
 -0.37635E-02 -0.15876E-04  0.15602E-04   0.0000       0.0000       0.0000    
 -0.37652E-02 -0.16978E-04  0.16679E-04   0.0000       0.0000       0.0000    
 -0.37670E-02 -0.18083E-04  0.17757E-04   0.0000       0.0000       0.0000    
 -0.37689E-02 -0.19188E-04  0.18834E-04   0.0000       0.0000       0.0000    
 -0.37709E-02 -0.20296E-04  0.19912E-04   0.0000       0.0000       0.0000    
 -0.37730E-02 -0.21406E-04  0.20990E-04   0.0000       0.0000       0.0000    
 -0.37753E-02 -0.22518E-04  0.22069E-04   0.0000       0.0000       0.0000    
 -0.37777E-02 -0.23631E-04  0.23147E-04   0.0000       0.0000       0.0000    
 -0.37802E-02 -0.24747E-04  0.24227E-04   0.0000       0.0000       0.0000    
 -0.37828E-02 -0.25866E-04  0.25306E-04   0.0000       0.0000       0.0000    
 -0.37855E-02 -0.26986E-04  0.26386E-04   0.0000       0.0000       0.0000    
 -0.37883E-02 -0.28110E-04  0.27466E-04   0.0000       0.0000       0.0000    
 -0.37912E-02 -0.29236E-04  0.28546E-04   0.0000       0.0000       0.0000    
 -0.37943E-02 -0.30364E-04  0.29627E-04   0.0000       0.0000       0.0000    
 -0.37975E-02 -0.31496E-04  0.30708E-04   0.0000       0.0000       0.0000    
 -0.38008E-02 -0.32630E-04  0.31790E-04   0.0000       0.0000       0.0000    
 -0.38042E-02 -0.33768E-04  0.32872E-04   0.0000       0.0000       0.0000    
 -0.38077E-02 -0.34909E-04  0.33954E-04   0.0000       0.0000       0.0000    
 -0.38114E-02 -0.36053E-04  0.35037E-04   0.0000       0.0000       0.0000    
 -0.38151E-02 -0.37200E-04  0.36121E-04   0.0000       0.0000       0.0000    
 -0.38190E-02 -0.38351E-04  0.37205E-04   0.0000       0.0000       0.0000    
 -0.38230E-02 -0.39506E-04  0.38289E-04   0.0000       0.0000       0.0000    
 -0.38271E-02 -0.40664E-04  0.39374E-04   0.0000       0.0000       0.0000    
 -0.38314E-02 -0.41826E-04  0.40460E-04   0.0000       0.0000       0.0000    
 -0.38357E-02 -0.42992E-04  0.41546E-04   0.0000       0.0000       0.0000    
 -0.38402E-02 -0.44163E-04  0.42632E-04   0.0000       0.0000       0.0000    
 -0.38448E-02 -0.45337E-04  0.43719E-04   0.0000       0.0000       0.0000    
 -0.38495E-02 -0.46516E-04  0.44807E-04   0.0000       0.0000       0.0000    
 -0.38544E-02 -0.47699E-04  0.45896E-04   0.0000       0.0000       0.0000    
 -0.38593E-02 -0.48887E-04  0.46985E-04   0.0000       0.0000       0.0000    
 -0.38644E-02 -0.50079E-04  0.48074E-04   0.0000       0.0000       0.0000    
 -0.38697E-02 -0.51276E-04  0.49165E-04   0.0000       0.0000       0.0000    
 -0.38750E-02 -0.52478E-04  0.50256E-04   0.0000       0.0000       0.0000    
 -0.38805E-02 -0.53685E-04  0.51348E-04   0.0000       0.0000       0.0000    
 -0.38861E-02 -0.54898E-04  0.52440E-04   0.0000       0.0000       0.0000    
 -0.38918E-02 -0.56115E-04  0.53533E-04   0.0000       0.0000       0.0000    
 -0.38976E-02 -0.57338E-04  0.54627E-04   0.0000       0.0000       0.0000    
 -0.39036E-02 -0.58566E-04  0.55722E-04   0.0000       0.0000       0.0000    
 -0.39097E-02 -0.59800E-04  0.56817E-04   0.0000       0.0000       0.0000    
 -0.39159E-02 -0.61040E-04  0.57914E-04   0.0000       0.0000       0.0000    
