time_utc,amp_m
2026-04-01 12:00:00,-0.014589
2026-04-01 12:01:00,-0.014627
2026-04-01 12:02:00,-0.014747
2026-04-01 12:03:00,-0.014952
2026-04-01 12:04:00,-0.015246
2026-04-01 12:05:00,-0.015621
2026-04-01 12:06:00,-0.016115
2026-04-01 12:07:00,-0.016762
2026-04-01 12:08:00,-0.017541
2026-04-01 12:09:00,-0.018421
2026-04-01 12:10:00,-0.019517
2026-04-01 12:11:00,-0.020794
2026-04-01 12:12:00,-0.02248
2026-04-01 12:13:00,-0.024533
2026-04-01 12:14:00,-0.026988
2026-04-01 12:15:00,-0.029838
2026-04-01 12:16:00,-0.032913
2026-04-01 12:17:00,-0.035642
2026-04-01 12:18:00,-0.036675
2026-04-01 12:19:00,-0.034397
2026-04-01 12:20:00,-0.027349
2026-04-01 12:21:00,-0.015589
2026-04-01 12:22:00,-0.00047347
2026-04-01 12:23:00,0.016638
2026-04-01 12:24:00,0.036908
2026-04-01 12:25:00,0.060384
2026-04-01 12:26:00,0.062291
2026-04-01 12:27:00,0.035256
2026-04-01 12:28:00,0.032307
2026-04-01 12:29:00,0.030547
2026-04-01 12:30:00,0.034179
2026-04-01 12:31:00,0.04254
2026-04-01 12:32:00,0.06017
2026-04-01 12:33:00,0.085276
2026-04-01 12:34:00,0.0995
2026-04-01 12:35:00,0.10545
2026-04-01 12:36:00,0.10953
2026-04-01 12:37:00,0.091471
2026-04-01 12:38:00,0.10049
2026-04-01 12:39:00,0.11463
2026-04-01 12:40:00,0.13446
2026-04-01 12:41:00,0.13036
2026-04-01 12:42:00,0.092597
2026-04-01 12:43:00,0.072417
2026-04-01 12:44:00,0.044613
2026-04-01 12:45:00,0.0066238
2026-04-01 12:46:00,-0.052577
2026-04-01 12:47:00,-0.10908
2026-04-01 12:48:00,-0.10585
2026-04-01 12:49:00,-0.11245
2026-04-01 12:50:00,-0.09134
2026-04-01 12:51:00,-0.033271
2026-04-01 12:52:00,-0.0057727
2026-04-01 12:53:00,0.013891
2026-04-01 12:54:00,0.0039338
2026-04-01 12:55:00,0.0095451
2026-04-01 12:56:00,0.0041727
2026-04-01 12:57:00,-0.0020734
2026-04-01 12:58:00,-0.011359
2026-04-01 12:59:00,-0.020192
2026-04-01 13:00:00,-0.0106
2026-04-01 13:01:00,0.013379
2026-04-01 13:02:00,0.0044781
2026-04-01 13:03:00,0.013428
2026-04-01 13:04:00,0.0075266
2026-04-01 13:05:00,0.0030349
2026-04-01 13:06:00,0.0055528
2026-04-01 13:07:00,0.0046539
2026-04-01 13:08:00,0.0042998
2026-04-01 13:09:00,-0.001236
2026-04-01 13:10:00,0.00025162
2026-04-01 13:11:00,-0.0046501
2026-04-01 13:12:00,-0.0061826
2026-04-01 13:13:00,-0.0046724
2026-04-01 13:14:00,-0.0030106
2026-04-01 13:15:00,-0.0074493
2026-04-01 13:16:00,-0.012172
2026-04-01 13:17:00,-0.015488
2026-04-01 13:18:00,-0.010463
2026-04-01 13:19:00,-0.0097836
2026-04-01 13:20:00,-0.00085961
2026-04-01 13:21:00,0.0062457
2026-04-01 13:22:00,0.023328
2026-04-01 13:23:00,0.034748
2026-04-01 13:24:00,0.0379
2026-04-01 13:25:00,0.032354
2026-04-01 13:26:00,0.025245
2026-04-01 13:27:00,0.020476
2026-04-01 13:28:00,0.015412
2026-04-01 13:29:00,0.012661
2026-04-01 13:30:00,0.011565
2026-04-01 13:31:00,0.019501
2026-04-01 13:32:00,0.020358
2026-04-01 13:33:00,0.028826
2026-04-01 13:34:00,0.035644
2026-04-01 13:35:00,0.03711
2026-04-01 13:36:00,0.0314
2026-04-01 13:37:00,0.025126
2026-04-01 13:38:00,0.016736
2026-04-01 13:39:00,0.0081686
2026-04-01 13:40:00,0.0011716
2026-04-01 13:41:00,-0.016862
2026-04-01 13:42:00,-0.030319
2026-04-01 13:43:00,-0.031955
2026-04-01 13:44:00,-0.03983
2026-04-01 13:45:00,-0.048089
2026-04-01 13:46:00,-0.04077
2026-04-01 13:47:00,-0.018103
2026-04-01 13:48:00,-0.011958
2026-04-01 13:49:00,0.0069525
2026-04-01 13:50:00,0.019565
2026-04-01 13:51:00,0.037143
2026-04-01 13:52:00,0.052149
2026-04-01 13:53:00,0.06508
2026-04-01 13:54:00,0.07798
2026-04-01 13:55:00,0.079617
2026-04-01 13:56:00,0.077606
2026-04-01 13:57:00,0.079376
2026-04-01 13:58:00,0.072407
2026-04-01 13:59:00,0.057678
2026-04-01 14:00:00,0.043877
2026-04-01 14:01:00,0.029063
2026-04-01 14:02:00,0.019241
2026-04-01 14:03:00,0.013876
2026-04-01 14:04:00,0.010919
2026-04-01 14:05:00,0.0098421
2026-04-01 14:06:00,0.0022266
2026-04-01 14:07:00,-0.0065576
2026-04-01 14:08:00,-0.017387
2026-04-01 14:09:00,-0.024677
2026-04-01 14:10:00,-0.030801
2026-04-01 14:11:00,-0.041724
2026-04-01 14:12:00,-0.030981
2026-04-01 14:13:00,-0.022733
2026-04-01 14:14:00,0.001323
2026-04-01 14:15:00,-0.020723
2026-04-01 14:16:00,-0.15085
2026-04-01 14:17:00,-0.10742
2026-04-01 14:18:00,-0.061719
2026-04-01 14:19:00,-0.074631
2026-04-01 14:20:00,-0.032841
2026-04-01 14:21:00,-0.042797
2026-04-01 14:22:00,-0.020805
2026-04-01 14:23:00,-0.01626
2026-04-01 14:24:00,0.0038287
2026-04-01 14:25:00,0.058604
2026-04-01 14:26:00,0.011867
2026-04-01 14:27:00,-0.076193
2026-04-01 14:28:00,-0.008753
2026-04-01 14:29:00,-0.0090523
2026-04-01 14:30:00,0.013801
2026-04-01 14:31:00,0.049666
2026-04-01 14:32:00,0.02664
2026-04-01 14:33:00,0.031901
2026-04-01 14:34:00,0.041681
