time_utc,amp_m
2026-04-01 12:00:00,-0.0020718
2026-04-01 12:01:00,-0.0020703
2026-04-01 12:02:00,-0.0020655
2026-04-01 12:03:00,-0.0020572
2026-04-01 12:04:00,-0.0020458
2026-04-01 12:05:00,-0.0020236
2026-04-01 12:06:00,-0.0011663
2026-04-01 12:07:00,-0.0011519
2026-04-01 12:08:00,-0.001113
2026-04-01 12:09:00,-0.0012483
2026-04-01 12:10:00,-0.0012202
2026-04-01 12:11:00,-0.001258
2026-04-01 12:12:00,-0.0013258
2026-04-01 12:13:00,-0.0013481
2026-04-01 12:14:00,-0.0013562
2026-04-01 12:15:00,-0.0013653
2026-04-01 12:16:00,-0.0013492
2026-04-01 12:17:00,-0.0012525
2026-04-01 12:18:00,-0.00097631
2026-04-01 12:19:00,-0.00032228
2026-04-01 12:20:00,0.0012899
2026-04-01 12:21:00,0.0056331
2026-04-01 12:22:00,0.018478
2026-04-01 12:23:00,0.037741
2026-04-01 12:24:00,0.031457
2026-04-01 12:25:00,0.028189
2026-04-01 12:26:00,0.016184
2026-04-01 12:27:00,0.01269
2026-04-01 12:28:00,0.0067304
2026-04-01 12:29:00,0.0031755
2026-04-01 12:30:00,-0.0032203
2026-04-01 12:31:00,-0.0049138
2026-04-01 12:32:00,-0.012624
2026-04-01 12:33:00,-0.016388
2026-04-01 12:34:00,-0.008546
2026-04-01 12:35:00,-0.0044774
2026-04-01 12:36:00,0.00049367
2026-04-01 12:37:00,0.0011591
2026-04-01 12:38:00,0.0028654
2026-04-01 12:39:00,0.0012767
2026-04-01 12:40:00,0.00090744
2026-04-01 12:41:00,0.0009888
2026-04-01 12:42:00,-3.82e-05
2026-04-01 12:43:00,-0.00085542
2026-04-01 12:44:00,-0.00092984
2026-04-01 12:45:00,-0.0012949
2026-04-01 12:46:00,-0.0003784
2026-04-01 12:47:00,-0.0011212
2026-04-01 12:48:00,-0.00038568
2026-04-01 12:49:00,-0.00066109
2026-04-01 12:50:00,-0.00089523
2026-04-01 12:51:00,-0.00080601
2026-04-01 12:52:00,-0.0013756
2026-04-01 12:53:00,-0.0013287
2026-04-01 12:54:00,-0.0012678
2026-04-01 12:55:00,-0.00070684
2026-04-01 12:56:00,-0.00013502
2026-04-01 12:57:00,0.0019543
2026-04-01 12:58:00,0.0066638
2026-04-01 12:59:00,0.0074787
2026-04-01 13:00:00,0.0053252
2026-04-01 13:01:00,0.003915
2026-04-01 13:02:00,0.0032873
2026-04-01 13:03:00,0.0024595
2026-04-01 13:04:00,0.0018351
2026-04-01 13:05:00,0.0012965
2026-04-01 13:06:00,0.00087441
2026-04-01 13:07:00,0.00036318
2026-04-01 13:08:00,-0.00035716
2026-04-01 13:09:00,-0.00080693
2026-04-01 13:10:00,-0.00049094
2026-04-01 13:11:00,-5.6304e-05
2026-04-01 13:12:00,0.00035172
2026-04-01 13:13:00,0.0007148
2026-04-01 13:14:00,0.00053834
2026-04-01 13:15:00,0.00061749
2026-04-01 13:16:00,0.00059735
2026-04-01 13:17:00,0.00062357
2026-04-01 13:18:00,0.00053658
2026-04-01 13:19:00,0.00038319
2026-04-01 13:20:00,0.00028274
2026-04-01 13:21:00,0.00038395
2026-04-01 13:22:00,0.00045737
2026-04-01 13:23:00,0.00052882
2026-04-01 13:24:00,0.00058449
2026-04-01 13:25:00,0.00034771
2026-04-01 13:26:00,0.00024343
2026-04-01 13:27:00,0.00017297
2026-04-01 13:28:00,7.0336e-05
2026-04-01 13:29:00,0.00020217
2026-04-01 13:30:00,0.0001985
2026-04-01 13:31:00,0.00022804
2026-04-01 13:32:00,8.5589e-05
2026-04-01 13:33:00,-7.3047e-05
2026-04-01 13:34:00,-4.6352e-05
2026-04-01 13:35:00,-3.3078e-05
2026-04-01 13:36:00,-5.8863e-05
2026-04-01 13:37:00,-0.00020116
2026-04-01 13:38:00,-0.00023218
2026-04-01 13:39:00,-2.6842e-05
2026-04-01 13:40:00,9.4898e-05
2026-04-01 13:41:00,-5.7812e-06
2026-04-01 13:42:00,-0.00019537
2026-04-01 13:43:00,-6.8109e-05
2026-04-01 13:44:00,8.0791e-05
2026-04-01 13:45:00,0.00012819
2026-04-01 13:46:00,-5.6818e-06
2026-04-01 13:47:00,-0.00014165
2026-04-01 13:48:00,-0.00012154
2026-04-01 13:49:00,-0.00010669
2026-04-01 13:50:00,-0.00015338
2026-04-01 13:51:00,-0.00020302
2026-04-01 13:52:00,-6.2661e-05
2026-04-01 13:53:00,-6.9295e-05
2026-04-01 13:54:00,-0.00020686
2026-04-01 13:55:00,-0.00028451
2026-04-01 13:56:00,-0.0002546
2026-04-01 13:57:00,-0.0003729
2026-04-01 13:58:00,-0.00053973
2026-04-01 13:59:00,-0.00043422
2026-04-01 14:00:00,-0.00041745
2026-04-01 14:01:00,-0.00040668
2026-04-01 14:02:00,-0.00033517
2026-04-01 14:03:00,-0.00034606
2026-04-01 14:04:00,-0.00054355
2026-04-01 14:05:00,-0.00060356
2026-04-01 14:06:00,-0.00038921
2026-04-01 14:07:00,-0.00030888
2026-04-01 14:08:00,-0.00048654
2026-04-01 14:09:00,-0.00056532
2026-04-01 14:10:00,-0.00059296
2026-04-01 14:11:00,-0.0007381
2026-04-01 14:12:00,-0.00077914
2026-04-01 14:13:00,-0.00047322
2026-04-01 14:14:00,-0.00034511
2026-04-01 14:15:00,-0.00030454
2026-04-01 14:16:00,-0.00044799
2026-04-01 14:17:00,-0.00039516
2026-04-01 14:18:00,-0.00027025
2026-04-01 14:19:00,-0.00037532
2026-04-01 14:20:00,-0.00046248
2026-04-01 14:21:00,-0.00036544
2026-04-01 14:22:00,-2.913e-05
2026-04-01 14:23:00,0.00026668
2026-04-01 14:24:00,0.00064003
2026-04-01 14:25:00,0.0013111
2026-04-01 14:26:00,0.0022411
2026-04-01 14:27:00,0.0032736
2026-04-01 14:28:00,0.0043519
2026-04-01 14:29:00,0.0054609
2026-04-01 14:30:00,0.0064125
2026-04-01 14:31:00,0.0071611
2026-04-01 14:32:00,0.0071977
2026-04-01 14:33:00,0.0065475
2026-04-01 14:34:00,0.0055405
2026-04-01 14:35:00,0.0043127
2026-04-01 14:36:00,0.0034452
2026-04-01 14:37:00,0.0035008
2026-04-01 14:38:00,0.0035247
2026-04-01 14:39:00,0.0026777
2026-04-01 14:40:00,0.00071956
2026-04-01 14:41:00,-0.0022146
2026-04-01 14:42:00,-0.0050101
2026-04-01 14:43:00,-0.0073258
2026-04-01 14:44:00,-0.0091159
2026-04-01 14:45:00,-0.0076738
2026-04-01 14:46:00,-0.0038926
2026-04-01 14:47:00,-0.01143
2026-04-01 14:48:00,-0.014528
2026-04-01 14:49:00,-0.012569
2026-04-01 14:50:00,-0.004987
2026-04-01 14:51:00,0.0016842
2026-04-01 14:52:00,0.0015689
2026-04-01 14:53:00,0.0012426
2026-04-01 14:54:00,0.0039052
2026-04-01 14:55:00,0.0051504
2026-04-01 14:56:00,0.0060047
2026-04-01 14:57:00,0.0055542
2026-04-01 14:58:00,0.0015961
2026-04-01 14:59:00,-0.0023292
2026-04-01 15:00:00,-0.0038278
